Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length,Barcode,Read,Chromosome,Overhang,Sample,ValueToSubtract,AdjustedOverhang
18_2128caaa-5305-425d-91a1-d27cf0a46cc5,11032,20548,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,38293,18,18_2128caaa-5305-425d-91a1-d27cf0a46cc5,24L,17745.0,ΔTERT,148,17597.0
18_2487f7fc-4aae-43df-9c14-f244ffcaa542,29579,39235,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,43261,18,18_2487f7fc-4aae-43df-9c14-f244ffcaa542,05L,4026.0,ΔTERT,167,3859.0
18_2938cc06-173b-434c-9cf8-7ad7c006f4ec,27,6048,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,62.23,6099,1,9175,18,18_2938cc06-173b-434c-9cf8-7ad7c006f4ec,23R,3127.0,ΔTERT,186,2941.0
18_3025e43a-ad2f-43df-804b-7b53629b72c9,58,3542,LmxM.28_left_10kb - bases 201 - 10000,36.49,3576,1,12435,18,18_3025e43a-ad2f-43df-804b-7b53629b72c9,28L,8893.0,ΔTERT,122,8771.0
18_3029ca25-2afb-4528-9bc0-92c779d0c6a2,9984,329,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,31592,18,18_3029ca25-2afb-4528-9bc0-92c779d0c6a2,01L,329.0,ΔTERT,114,215.0
18_3296ccff-6da1-4a24-96fa-8bf5e680a061,15832,6430,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,27897,18,18_3296ccff-6da1-4a24-96fa-8bf5e680a061,24L,6430.0,ΔTERT,148,6282.0
18_3599a253-7fbf-485a-be31-8e705f06a599,4294,13915,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,15758,18,18_3599a253-7fbf-485a-be31-8e705f06a599,34R,1843.0,ΔTERT,163,1680.0
18_3622f259-8ecf-4c2b-9abf-8d8e97ac665f,11667,21168,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.99,9799,1,21597,18,18_3622f259-8ecf-4c2b-9abf-8d8e97ac665f,31R,429.0,ΔTERT,95,334.0
18_3945a71f-c544-49dd-9c34-629b70e1d6ed,5376,15028,LmxM.28_left_10kb - bases 201 - 10000,99.95,9800,6,23451,18,18_3945a71f-c544-49dd-9c34-629b70e1d6ed,28L,8423.0,ΔTERT,122,8301.0
18_4206e131-6118-4efb-8ee4-83e7631b8d67,11553,1813,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.97,9798,2,17422,18,18_4206e131-6118-4efb-8ee4-83e7631b8d67,12R,1813.0,ΔTERT,133,1680.0
18_4282f7bf-a81d-4033-90dd-2ee4b2a62293,2549,12267,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,13444,18,18_4282f7bf-a81d-4033-90dd-2ee4b2a62293,07L,1177.0,ΔTERT,58,1119.0
18_4767b4ef-e372-4ff1-a448-b09b39e31a9f,10264,514,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,11569,18,18_4767b4ef-e372-4ff1-a448-b09b39e31a9f,33L,514.0,ΔTERT,85,429.0
18_4771f137-0494-4dd2-88e0-d3e88a84b2de,5134,14856,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,15585,18,18_4771f137-0494-4dd2-88e0-d3e88a84b2de,33L,729.0,ΔTERT,85,644.0
18_5156ca72-4011-4852-af83-e45c2f60b362,10822,1081,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,43812,18,18_5156ca72-4011-4852-af83-e45c2f60b362,23R,1081.0,ΔTERT,186,895.0
18_5926aa86-812c-4529-8803-9dc1b72b9358,12005,2269,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,56434,18,18_5926aa86-812c-4529-8803-9dc1b72b9358,27L,2269.0,ΔTERT,148,2121.0
18_6029b7ab-9258-449c-8056-e8263beec60b,76,5974,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,62.12,6088,1,8542,18,18_6029b7ab-9258-449c-8056-e8263beec60b,15R,2568.0,ΔTERT,136,2432.0
18_6886c7bf-617a-4f5c-9221-92b4346dfb34,10596,883,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,38234,18,18_6886c7bf-617a-4f5c-9221-92b4346dfb34,01L,883.0,ΔTERT,114,769.0
18_7079a081-da10-4e94-a445-8cbe85456e31,11024,1413,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,49518,18,18_7079a081-da10-4e94-a445-8cbe85456e31,15R,1413.0,ΔTERT,136,1277.0
18_7239a416-18fa-43ab-9909-eda364ee59b3,2777,12445,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,16790,18,18_7239a416-18fa-43ab-9909-eda364ee59b3,31R,4345.0,ΔTERT,95,4250.0
18_07433ad5-f6fc-4fa1-9b09-dbb6b344ca7e,67,9474,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,98.38,9658,18,10029,18,18_07433ad5-f6fc-4fa1-9b09-dbb6b344ca7e,03R,555.0,ΔTERT,96,459.0
18_7716b837-861c-40c1-b304-cc583b435fd5,10696,973,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,16925,18,18_7716b837-861c-40c1-b304-cc583b435fd5,33L,973.0,ΔTERT,85,888.0
18_7979c8bd-e87a-45fd-80c4-5fb0a55e4019,5310,15052,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,15343,18,18_7979c8bd-e87a-45fd-80c4-5fb0a55e4019,12R,291.0,ΔTERT,133,158.0
18_8014b4a7-599f-4e2d-8333-c28dbd3c7549,71,4025,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,40.79,4001,5,16651,18,18_8014b4a7-599f-4e2d-8333-c28dbd3c7549,09R,12626.0,ΔTERT,28,12598.0
18_08041a65-3324-41cf-8eb7-e2a2171cc453,26526,36240,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,36986,18,18_08041a65-3324-41cf-8eb7-e2a2171cc453,34R,746.0,ΔTERT,163,583.0
18_9110b526-f2d1-4d1a-a806-c9175afa0399,11043,1335,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,41814,18,18_9110b526-f2d1-4d1a-a806-c9175afa0399,15R,1335.0,ΔTERT,136,1199.0
18_9181c524-f857-44e9-a9e5-01d9a36307a2,10958,20566,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,22874,18,18_9181c524-f857-44e9-a9e5-01d9a36307a2,34R,2308.0,ΔTERT,163,2145.0
18_9208d0b3-2dca-492e-a15e-4692242ae137,4166,246,LmxM.13_left_10kb - bases 201 - 10000,40.48,3967,1,4167,18,18_9208d0b3-2dca-492e-a15e-4692242ae137,13L,246.0,ΔTERT,118,128.0
18_9432ca63-1fb5-49e4-a11f-884346574616,33668,43362,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.95,9795,1,44152,18,18_9432ca63-1fb5-49e4-a11f-884346574616,31R,790.0,ΔTERT,95,695.0
18_9749a697-cca0-4d83-93bd-98a50b80225c,52093,61820,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,62113,18,18_9749a697-cca0-4d83-93bd-98a50b80225c,03R,293.0,ΔTERT,96,197.0
18_15963b17-600a-46cc-bfc0-fefc9eb4c23c,10839,1195,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.89,9800,12,57334,18,18_15963b17-600a-46cc-bfc0-fefc9eb4c23c,03R,1195.0,ΔTERT,96,1099.0
18_22282a2c-f6e6-41c4-a9a1-c7c033e8c20b,11936,2240,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,58744,18,18_22282a2c-f6e6-41c4-a9a1-c7c033e8c20b,01L,2240.0,ΔTERT,114,2126.0
18_38006a5d-0a4f-4406-b1e3-db84ea0e5bb7,946,10655,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,12413,18,18_38006a5d-0a4f-4406-b1e3-db84ea0e5bb7,23R,1758.0,ΔTERT,186,1572.0
18_39401eff-6be1-4c97-92e5-59e4d08826a7,74,4755,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,48.12,4716,1,5390,18,18_39401eff-6be1-4c97-92e5-59e4d08826a7,34R,635.0,ΔTERT,163,472.0
18_44007d2e-52c8-4357-b0e5-2224f3575907,10979,1613,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.99,9799,1,20535,18,18_44007d2e-52c8-4357-b0e5-2224f3575907,03R,1613.0,ΔTERT,96,1517.0
18_47417e2c-a126-4efd-9450-c99bb6afe65f,10087,474,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,24664,18,18_47417e2c-a126-4efd-9450-c99bb6afe65f,13L,474.0,ΔTERT,118,356.0
18_49513afa-3dee-4671-9fcb-fffa620d2e0a,313,10017,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,11333,18,18_49513afa-3dee-4671-9fcb-fffa620d2e0a,31R,1316.0,ΔTERT,95,1221.0
18_66164bf4-615e-4c3d-9523-749396f62b68,6186,298,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,61.05,5983,1,6186,18,18_66164bf4-615e-4c3d-9523-749396f62b68,03R,298.0,ΔTERT,96,202.0
18_066541a9-23ce-4640-8129-3703ffb9c64e,19059,28805,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,30638,18,18_066541a9-23ce-4640-8129-3703ffb9c64e,12R,1833.0,ΔTERT,133,1700.0
18_73380f50-7acd-41c2-a912-eab87db9df63,10092,422,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,63716,18,18_73380f50-7acd-41c2-a912-eab87db9df63,03R,422.0,ΔTERT,96,326.0
18_75097f14-cce1-4ffd-b79c-fe2cc2fac11c,10272,635,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,11095,18,18_75097f14-cce1-4ffd-b79c-fe2cc2fac11c,18R,635.0,ΔTERT,186,449.0
18_79525efe-a7ad-4d67-b9cf-bfa1254f1887,16911,26568,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,27627,18,18_79525efe-a7ad-4d67-b9cf-bfa1254f1887,07L,1059.0,ΔTERT,58,1001.0
18_85892def-1e31-400d-b21f-56e2069be865,9021,755,LmxM.07_left_10kb - bases 201 - 10000,85.57,8386,1,9029,18,18_85892def-1e31-400d-b21f-56e2069be865,07L,755.0,ΔTERT,58,697.0
18_90727f24-1bf6-419c-b11a-4f7ea3c4a10b,35386,45117,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,47985,18,18_90727f24-1bf6-419c-b11a-4f7ea3c4a10b,23R,2868.0,ΔTERT,186,2682.0
18_98347da0-57aa-476f-9b76-57170d7b6bc9,8746,799,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,13755,18,18_98347da0-57aa-476f-9b76-57170d7b6bc9,16R,799.0,ΔTERT,168,631.0
18_169009a7-59a7-4fc7-b3a9-4dd7d30b811c,10012,295,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,44813,18,18_169009a7-59a7-4fc7-b3a9-4dd7d30b811c,13L,295.0,ΔTERT,118,177.0
18_0217622a-54c7-43df-87fa-210172cf85ed,6444,975,LmxM.01_left_10kb - bases 201 - 10000,56.29,5516,1,6445,18,18_0217622a-54c7-43df-87fa-210172cf85ed,01L,975.0,ΔTERT,114,861.0
18_273580d6-2f27-4157-bdad-6748539c3c3c,653,5175,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,46.83,4589,1,38131,18,18_273580d6-2f27-4157-bdad-6748539c3c3c,09R,32956.0,ΔTERT,28,32928.0
18_377680c3-c979-4f84-a601-64bdef693fa7,9946,280,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,22559,18,18_377680c3-c979-4f84-a601-64bdef693fa7,07L,280.0,ΔTERT,58,222.0
18_0605288c-0940-48b9-b0a9-5b5312b5ccfb,33295,43036,LmxM.19_left_10kb - bases 201 - 10000,99.91,9791,1,43782,18,18_0605288c-0940-48b9-b0a9-5b5312b5ccfb,19L,746.0,ΔTERT,128,618.0
18_621023e5-ce09-40b7-9b66-3928641d7b82,20437,30017,LmxM.13_left_10kb - bases 201 - 10000,99.97,9797,1,30791,18,18_621023e5-ce09-40b7-9b66-3928641d7b82,13L,774.0,ΔTERT,118,656.0
18_622640bb-52dd-45bb-80a7-ae5705ae31b7,11012,1273,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,14102,18,18_622640bb-52dd-45bb-80a7-ae5705ae31b7,14L,1273.0,ΔTERT,129,1144.0
18_754233db-b69a-4182-804a-1aa8fcde9667,37850,47602,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,48957,18,18_754233db-b69a-4182-804a-1aa8fcde9667,23R,1355.0,ΔTERT,186,1169.0
18_795764ff-2d70-40e5-9629-c311d5ac20c9,5484,175,LmxM.07_left_10kb - bases 201 - 10000,54.58,5349,1,5502,18,18_795764ff-2d70-40e5-9629-c311d5ac20c9,07L,175.0,ΔTERT,58,117.0
18_800400b7-8fbf-47a5-9cea-1f99cb88a387,5199,292,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,50.77,4975,1,5200,18,18_800400b7-8fbf-47a5-9cea-1f99cb88a387,09R,292.0,ΔTERT,28,264.0
18_801202b6-5927-4c03-9681-dac19448cdec,69,5755,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,59.99,5879,1,6632,18,18_801202b6-5927-4c03-9681-dac19448cdec,34R,877.0,ΔTERT,163,714.0
18_0863832f-84a4-4fd8-af36-67e197d15962,75,8952,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,91.03,8921,1,11860,18,18_0863832f-84a4-4fd8-af36-67e197d15962,31R,2908.0,ΔTERT,95,2813.0
18_951132af-cd3b-4180-b17a-bea10408aea0,6239,15868,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,16764,18,18_951132af-cd3b-4180-b17a-bea10408aea0,33L,896.0,ΔTERT,85,811.0
18_975058de-16c2-4ea4-a051-b5ede4aba233,84,6804,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,68.95,6757,1,7871,18,18_975058de-16c2-4ea4-a051-b5ede4aba233,03R,1067.0,ΔTERT,96,971.0
18_1136227a-6a28-40da-9056-92e292c0d30b,9315,1021,LmxM.19_left_10kb - bases 201 - 10000,85.38,8367,1,9366,18,18_1136227a-6a28-40da-9056-92e292c0d30b,19L,1021.0,ΔTERT,128,893.0
18_1785415a-2e0e-4894-9df4-61302fdc2272,9616,5596,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,41.7,4087,1,9666,18,18_1785415a-2e0e-4894-9df4-61302fdc2272,12R,5596.0,ΔTERT,133,5463.0
18_2131663a-53df-45eb-8329-afb9326d6129,10106,526,LmxM.12_left_10kb - bases 201 - 10000,99.82,9782,1,13039,18,18_2131663a-53df-45eb-8329-afb9326d6129,12L,526.0,ΔTERT,168,358.0
18_2214815c-ff70-461c-b5d8-559dbf84b10c,70,6550,LmxM.24_left_10kb - bases 201 - 10000,67.27,6592,1,12741,18,18_2214815c-ff70-461c-b5d8-559dbf84b10c,24L,6191.0,ΔTERT,148,6043.0
18_2745702a-5ab4-47c6-8ee2-b4b218f1c9e1,29902,20223,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,55322,18,18_2745702a-5ab4-47c6-8ee2-b4b218f1c9e1,12L,20223.0,ΔTERT,168,20055.0
18_3379506b-fa19-49bf-a566-ce1c65ba8bd6,39196,29515,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,48857,18,18_3379506b-fa19-49bf-a566-ce1c65ba8bd6,09R,29515.0,ΔTERT,28,29487.0
18_5878483f-c95b-4588-8c16-d58f2f56af9c,10055,459,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,34539,18,18_5878483f-c95b-4588-8c16-d58f2f56af9c,27L,459.0,ΔTERT,148,311.0
18_7189235a-10fc-44fc-a53b-71d942123d4c,21581,31293,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,32319,18,18_7189235a-10fc-44fc-a53b-71d942123d4c,18R,1026.0,ΔTERT,186,840.0
18_07911496-f33d-417e-85c7-6c6df92b5d1f,12683,2975,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.98,9800,3,75987,18,18_07911496-f33d-417e-85c7-6c6df92b5d1f,03R,2975.0,ΔTERT,96,2879.0
18_7937389b-e68e-4c42-a03e-20e2d43a211a,69,9474,LmxM.27_left_10kb - bases 201 - 10000,96.11,9419,1,10153,18,18_7937389b-e68e-4c42-a03e-20e2d43a211a,27L,679.0,ΔTERT,148,531.0
18_7955331b-0a09-448f-88e5-e7f0e2e6b7ef,10698,968,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,62589,18,18_7955331b-0a09-448f-88e5-e7f0e2e6b7ef,27L,968.0,ΔTERT,148,820.0
18_19140777-c2dd-424e-9153-76af5a822768,29637,20106,LmxM.12_left_10kb - bases 201 - 10000,99.93,9793,1,45633,18,18_19140777-c2dd-424e-9153-76af5a822768,12L,20106.0,ΔTERT,168,19938.0
18_24747571-b905-4ad8-8e0c-05f16dd4cc32,9047,18763,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,30412,18,18_24747571-b905-4ad8-8e0c-05f16dd4cc32,24L,11649.0,ΔTERT,148,11501.0
18_42028988-22bf-447f-81ae-294a3ca1c7e5,147848,157626,LmxM.19_left_10kb - bases 201 - 10000,100.0,9800,1,157950,18,18_42028988-22bf-447f-81ae-294a3ca1c7e5,19L,324.0,ΔTERT,128,196.0
18_50200821-f56a-4424-a818-a5912aa43cee,9770,365,LmxM.27_left_10kb - bases 201 - 10000,96.82,9488,1,9772,18,18_50200821-f56a-4424-a818-a5912aa43cee,27L,365.0,ΔTERT,148,217.0
18_52539841-0768-4420-87c2-e55822f6f17b,33901,43574,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.97,9797,1,47363,18,18_52539841-0768-4420-87c2-e55822f6f17b,12R,3789.0,ΔTERT,133,3656.0
18_55616636-420e-4b46-b689-6b335120f5e5,71,4314,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,43.85,4297,1,6164,18,18_55616636-420e-4b46-b689-6b335120f5e5,34R,1850.0,ΔTERT,163,1687.0
18_61822480-6802-4332-97e1-81a4de260f7b,35018,44761,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,45214,18,18_61822480-6802-4332-97e1-81a4de260f7b,27L,453.0,ΔTERT,148,305.0
18_85006624-2c10-4273-9dc5-318732bf35f1,10047,480,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,20981,18,18_85006624-2c10-4273-9dc5-318732bf35f1,15R,480.0,ΔTERT,136,344.0
18_88641301-0e36-4681-9996-b374595686d3,10313,625,LmxM.33_left_10kb - bases 201 - 10000,99.88,9788,1,10935,18,18_88641301-0e36-4681-9996-b374595686d3,33L,625.0,ΔTERT,85,540.0
18_88927759-df4c-4d6e-a837-634c8df7fa59,14018,4463,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,49197,18,18_88927759-df4c-4d6e-a837-634c8df7fa59,23R,4463.0,ΔTERT,186,4277.0
18_92705694-5e41-4060-8314-fe8e3bf2ed1f,11925,2296,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,16169,18,18_92705694-5e41-4060-8314-fe8e3bf2ed1f,03R,2296.0,ΔTERT,96,2200.0
18_a1ceae23-028d-4040-9067-0c9e64036643,27534,35415,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,36217,18,18_a1ceae23-028d-4040-9067-0c9e64036643,16R,802.0,ΔTERT,168,634.0
18_a1ed1257-e4c5-4722-854f-3242625fe724,18996,9254,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,79899,18,18_a1ed1257-e4c5-4722-854f-3242625fe724,12L,9254.0,ΔTERT,168,9086.0
18_a4a07bb9-e16e-4b46-aa6f-d78a9e2947a6,22949,32614,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,37328,18,18_a4a07bb9-e16e-4b46-aa6f-d78a9e2947a6,14L,4714.0,ΔTERT,129,4585.0
18_a4adbb45-7f99-4bb9-9896-be4a239816a5,10551,1015,LmxM.07_left_10kb - bases 201 - 10000,99.94,9794,1,11746,18,18_a4adbb45-7f99-4bb9-9896-be4a239816a5,07L,1015.0,ΔTERT,58,957.0
18_a8b9f591-0ec0-4e8e-bab5-2fc71211e3a9,10598,861,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,99.99,9800,2,19164,18,18_a8b9f591-0ec0-4e8e-bab5-2fc71211e3a9,18R,861.0,ΔTERT,186,675.0
18_a9ed849b-3dfb-4a47-a869-24e257ec60cb,5736,1486,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,43.87,4299,1,5737,18,18_a9ed849b-3dfb-4a47-a869-24e257ec60cb,12R,1486.0,ΔTERT,133,1353.0
18_a27e12df-191a-443c-80fc-e5a8a88dcfd8,32247,42005,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,43145,18,18_a27e12df-191a-443c-80fc-e5a8a88dcfd8,15R,1140.0,ΔTERT,136,1004.0
18_a40f7516-318a-4233-8c26-19e52b3652e1,28802,19258,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,39417,18,18_a40f7516-318a-4233-8c26-19e52b3652e1,24L,19258.0,ΔTERT,148,19110.0
18_a50ba303-cb2a-4447-ad99-4501fc7a28a1,21369,31098,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,32397,18,18_a50ba303-cb2a-4447-ad99-4501fc7a28a1,14L,1299.0,ΔTERT,129,1170.0
18_a55e9259-5dac-4463-bb61-a158fc8cc059,10358,755,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,13593,18,18_a55e9259-5dac-4463-bb61-a158fc8cc059,05L,755.0,ΔTERT,167,588.0
18_a62f1904-0a91-48ba-aacd-5c0423715cfc,71885,81512,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,81938,18,18_a62f1904-0a91-48ba-aacd-5c0423715cfc,13L,426.0,ΔTERT,118,308.0
18_a083be3d-7abf-4269-9375-f98ef9428e8d,12152,2437,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,12389,18,18_a083be3d-7abf-4269-9375-f98ef9428e8d,34R,2437.0,ΔTERT,163,2274.0
18_a90f31e3-93b3-4a24-9e58-44f5d47d1714,5747,1884,LmxM.33_left_10kb - bases 201 - 10000,39.76,3896,1,5752,18,18_a90f31e3-93b3-4a24-9e58-44f5d47d1714,33L,1884.0,ΔTERT,85,1799.0
18_a158cc92-8ec1-4172-8525-832ffeaf3688,962,10685,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,31552,18,18_a158cc92-8ec1-4172-8525-832ffeaf3688,24L,20867.0,ΔTERT,148,20719.0
18_a184cd02-f7c8-451e-90e8-87900167c951,11038,3177,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,33375,18,18_a184cd02-f7c8-451e-90e8-87900167c951,16R,3177.0,ΔTERT,168,3009.0
18_a374ec32-fa4c-43d3-9907-b130f160e4c2,77,6906,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,70.37,6896,1,7316,18,18_a374ec32-fa4c-43d3-9907-b130f160e4c2,31R,410.0,ΔTERT,95,315.0
18_a474f654-67a6-47db-a617-0b7b488784d7,30393,20702,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,75913,18,18_a474f654-67a6-47db-a617-0b7b488784d7,24L,20702.0,ΔTERT,148,20554.0
18_a998bc75-1dcd-406d-87a0-f0c1f5b31433,13046,20981,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,21317,18,18_a998bc75-1dcd-406d-87a0-f0c1f5b31433,16R,336.0,ΔTERT,168,168.0
18_a16739bd-8390-4d3e-bf24-6b34f71b3399,20091,10439,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,27219,18,18_a16739bd-8390-4d3e-bf24-6b34f71b3399,28L,10439.0,ΔTERT,122,10317.0
18_a2257061-78e7-4a9f-ad29-b6d3383ed0c5,27221,17548,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,40155,18,18_a2257061-78e7-4a9f-ad29-b6d3383ed0c5,23L,17548.0,ΔTERT,182,17366.0
18_aa668644-8a2e-48ef-b991-9525b1f5a805,29326,19667,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,29517,18,18_aa668644-8a2e-48ef-b991-9525b1f5a805,09R,19667.0,ΔTERT,28,19639.0
18_ab5bb6dd-0949-436e-929d-df65fb12cc29,15553,25226,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,25984,18,18_ab5bb6dd-0949-436e-929d-df65fb12cc29,23R,758.0,ΔTERT,186,572.0
18_ab566ff5-a7da-4afe-8ac3-faf1a8b6649b,10451,783,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,19349,18,18_ab566ff5-a7da-4afe-8ac3-faf1a8b6649b,14L,783.0,ΔTERT,129,654.0
18_ab7328aa-af01-421b-9d42-91607bf75e00,4666,529,LmxM.01_left_10kb - bases 201 - 10000,43.1,4224,1,4666,18,18_ab7328aa-af01-421b-9d42-91607bf75e00,01L,529.0,ΔTERT,114,415.0
18_aba7acbd-14a6-4cff-a7e6-33af0143383e,31433,39273,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,43122,18,18_aba7acbd-14a6-4cff-a7e6-33af0143383e,16R,3849.0,ΔTERT,168,3681.0
18_ad4947e4-edf0-4b28-aae4-c317481c0149,10424,672,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,13134,18,18_ad4947e4-edf0-4b28-aae4-c317481c0149,03R,672.0,ΔTERT,96,576.0
18_ae5b50b1-a906-4f60-96aa-0d746944f90a,6869,230,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,68.62,6725,1,6869,18,18_ae5b50b1-a906-4f60-96aa-0d746944f90a,09R,230.0,ΔTERT,28,202.0
18_aeba7f00-df7f-450e-a769-146fe26f54c7,76,3042,LmxM.12_left_10kb - bases 201 - 10000,31.0,3038,1,18548,18,18_aeba7f00-df7f-450e-a769-146fe26f54c7,12L,15506.0,ΔTERT,168,15338.0
18_aecbd647-8f3b-44b1-bd1b-3b53d7272df0,11149,1584,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,11156,18,18_aecbd647-8f3b-44b1-bd1b-3b53d7272df0,01L,1584.0,ΔTERT,114,1470.0
18_aeece8bc-a6c3-4212-9556-3df9e9c8904e,11861,4024,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,68819,18,18_aeece8bc-a6c3-4212-9556-3df9e9c8904e,16R,4024.0,ΔTERT,168,3856.0
18_af4e9d70-8288-4d35-8883-d1a311a9d700,75,8279,LmxM.23_left_10kb - bases 201 - 10000,85.41,8370,1,8854,18,18_af4e9d70-8288-4d35-8883-d1a311a9d700,23L,575.0,ΔTERT,182,393.0
18_af9f458d-bb74-4fcf-a1cb-436d8028e8e8,72,8076,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,82.36,8071,1,9591,18,18_af9f458d-bb74-4fcf-a1cb-436d8028e8e8,12R,1515.0,ΔTERT,133,1382.0
18_b1caf968-5f10-4fad-b383-6062c5534138,71,7590,LmxM.28_left_10kb - bases 201 - 10000,77.81,7625,1,16542,18,18_b1caf968-5f10-4fad-b383-6062c5534138,28L,8952.0,ΔTERT,122,8830.0
